kidney tissue male embryo 105 days	kidney
kidney tissue male embryo 85 days	kidney
kidney tissue male embryo 87 days	kidney
kidney tubule cell female adult 80 years and male adult 62 years	epithelium
kidney tubule cell female adult 80 years treated with 5 ?M cisplatin	epithelium
KMS-11	bone element
KOPT-K1	bodily fluid
L1-S8	bone marrow
L1-S8R	bone marrow
large intestine tissue female embryo 103 days	large intestine
large intestine tissue female embryo 105 days	large intestine
large intestine tissue female embryo 107 days	large intestine
large intestine tissue female embryo 108 days	large intestine
large intestine tissue female embryo 110 days	large intestine
large intestine tissue female embryo 120 days	large intestine
large intestine tissue female embryo 91 days	large intestine
large intestine tissue female embryo 98 days	large intestine
large intestine tissue male embryo 105 days donor ENCDO171HMD	large intestine
large intestine tissue male embryo 105 days donor ENCDO350ZUK	large intestine
large intestine tissue male embryo 108 days	intestine
large intestine tissue male embryo 113 days	large intestine
large intestine tissue male embryo 115 days	large intestine
large intestine tissue male embryo 91 days	large intestine
layer of hippocampus tissue female adult 75 years	brain
layer of hippocampus tissue male adult 73 years	brain
layer of hippocampus tissue male adult 81 years	brain
left cardiac atrium tissue female adult 59 years	heart
left cardiac atrium tissue female embryo 101 days	heart
left colon tissue female adult 46 years	large intestine
left colon tissue female adult 59 years	large intestine
left forelimb tissue male embryo 81 days	skeleton
left hindlimb tissue male embryo 81 days	skeleton
left kidney tissue female embryo 107 days	kidney
left kidney tissue female embryo 110 days	kidney
left kidney tissue female embryo 147 days	kidney
left kidney tissue female embryo 59 days and male embryo 91 days	kidney
left kidney tissue female embryo 87 days	kidney
left kidney tissue female embryo 98 days	kidney
left kidney tissue male embryo 115 days	kidney
left kidney tissue male embryo 87 days	kidney
left kidney tissue male embryo 96 days	kidney
left lobe of liver tissue male adult 45 years	endocrine gland
left lung tissue female child 16 years	lung
left lung tissue female embryo 105 days	lung
left lung tissue female embryo 107 days	lung
left lung tissue female embryo 108 days	lung
left lung tissue female embryo 110 days	lung
left lung tissue female embryo 117 days	lung
left lung tissue female embryo 91 days	lung
left lung tissue female embryo 98 days	lung
left lung tissue male adult 40 years	lung
left lung tissue male embryo 105 days	lung
left lung tissue male embryo 113 days	lung
left lung tissue male embryo 115 days	lung
left lung tissue male embryo 87 days	lung
left lung tissue male embryo 91 days	lung
left lung tissue male embryo 96 days	lung
left renal cortex interstitium tissue male embryo 105 days donor ENCDO171HMD	kidney
left renal cortex interstitium tissue male embryo 105 days donor ENCDO378UAU	kidney
left renal cortex interstitium tissue male embryo 105 days donor ENCDO513BVP	kidney
left renal cortex interstitium tissue male embryo 120 days	kidney
left renal pelvis tissue male embryo 105 days donor ENCDO171HMD	kidney
left renal pelvis tissue male embryo 105 days donor ENCDO378UAU	kidney
left renal pelvis tissue male embryo 105 days donor ENCDO513BVP	kidney
left renal pelvis tissue male embryo 120 days	kidney
left ventricle myocardium inferior tissue male adult 60 years	heart
left ventricle myocardium superior tissue male adult 60 years	heart
LHCN-M2	musculature of body
limb tissue embryo 53 days and embryo 56 days	limb
limb tissue embryo 58 days and embryo 59 days	limb
liver tissue embryo 59 days and embryo 80 days	endocrine gland
liver tissue female adult 25 years	endocrine gland
liver tissue female child 6 years and male adult 32 years	endocrine gland
liver tissue female embryo 101 days and female embryo 113 days	endocrine gland
liver tissue male adult 31 years	endocrine gland
liver tissue male adult 32 years	endocrine gland
liver tissue male adult 78 years	endocrine gland
LNCAP	prostate gland
LNCaP clone FGC	epithelium
LNCaP clone FGC treated with 1 nM 17?-hydroxy-17-methylestra-4;9;11-trien-3-one for 12 hours	epithelium
LNCAP treated with 10 nM 17?-hydroxy-5?-androstan-3-one for 4 hours	prostate gland
Loucy	bodily fluid
LoVo	large intestine
lower leg skin tissue female adult 51 years	skin of body
lower leg skin tissue female adult 53 years	limb
lower leg skin tissue male adult 37 years	skin of body
lower leg skin tissue male adult 54 years	skin of body
lower lobe of left lung tissue female adult 59 years	lung
lower lobe of left lung tissue female adult 61 years	lung
lower lobe of left lung tissue male adult 60 years	lung
lower lobe of right lung tissue male adult 60 years	lung
lung microvascular endothelial cell female donor ENCDO237AAA	epithelium
lung microvascular endothelial cell female donor ENCDO238AAA	epithelium
lung tissue embryo 101 days	lung
lung tissue embryo 112 days	lung
lung tissue embryo 67 days	lung
lung tissue embryo 80 days and male embryo 76 days	lung
lung tissue female adult 30 years	lung
lung tissue female adult 47 years	lung
lung tissue female embryo 108 days	lung
lung tissue female embryo 120 days	lung
lung tissue female embryo 76 days	lung
lung tissue female embryo 85 days	lung
lung tissue female embryo 96 days	lung
lung tissue male adult 27 years and male adult 35 years	lung
lung tissue male child 3 years	lung
lung tissue male embryo 103 days	lung
lung tissue male embryo 108 days	lung
lung tissue male embryo 54 days and male embryo 58 days	lung
lung tissue male embryo 82 days	lung
M059J	brain
mammary epithelial cell female	mammary gland
mammary epithelial cell female adult 18 years	mammary gland
mammary epithelial cell female adult 50 years	epithelium
MCF-7	mammary gland
MCF-7 genetically modified using RNAi	epithelium
MCF-7 originated from MCF-7	epithelium
MCF-7 treated with 100 nM 17?-estradiol for 45 minutes	mammary gland
MCF-7 treated with 100 nM estradiol for 1 hour	epithelium
MCF-7 treated with 10 mM lactate for 24 hours	epithelium
MCF 10A	epithelium
MCF 10A treated with 1 ?M tamoxifen for 24 hours	epithelium
MCF 10A treated with 1 ?M tamoxifen for 6 hours	epithelium
medulla oblongata tissue male adult 78 years and male adult 84 years	brain
mesenchymal cell originated from H1	connective tissue
mesenchymal stem cell female adult and female adult 41 years and female adult 59 years; originated from adipose tissue	connective tissue
mesendoderm originated from H1	embryo
mesenteric fat pad tissue female adult 59 years	adipose tissue
mesodermal cell originated from H7 treated with 5 ng/mL Fibroblast growth factor 2 for 2 days; 6 ng/mL Activin A for 2 days; 10 ng/mL Bone morphogenetic protein 4 for 2 days	embryo
mesodermal cell originated from HUES64	embryo
MG63	bone element
mid-neurogenesis radial glial cells genetically modified using stable transfection originated from H9	ESC derived
midbrain tissue male adult 78 years and male adult 84 years	brain
middle frontal area 46 tissue female adult 75 years	brain
middle frontal area 46 tissue male adult 81 years	brain
middle frontal gyrus tissue male adult 78 years	brain
MM.1S	bodily fluid
mononuclear cell male	blood
mucosa of descending colon tissue female adult 61 years	large intestine
mucosa of descending colon tissue male adult 26 years	large intestine
mucosa of descending colon tissue male adult 40 years	large intestine
mucosa of gallbladder tissue female child 16 years	gallbladder
mucosa of rectum tissue female adult 50 years	intestine
mucosa of rectum tissue female adult 61 years	intestine
mucosa of stomach tissue male adult 59 years	stomach
muscle layer of colon tissue female adult 56 years	intestine
muscle layer of colon tissue female adult 77 years	intestine
muscle layer of duodenum tissue male adult 59 years	intestine
muscle layer of duodenum tissue male adult 73 years	intestine
muscle of arm tissue embryo 101 days	musculature of body
muscle of arm tissue female embryo 105 days	musculature of body
muscle of arm tissue female embryo 115 days	musculature of body
muscle of arm tissue female embryo 120 days	musculature of body
muscle of arm tissue female embryo 85 days	musculature of body
muscle of arm tissue female embryo 98 days	musculature of body
muscle of arm tissue male embryo 101 days	musculature of body
muscle of arm tissue male embryo 104 days	musculature of body
muscle of arm tissue male embryo 105 days	musculature of body
muscle of arm tissue male embryo 113 days	musculature of body
muscle of arm tissue male embryo 115 days	musculature of body
muscle of arm tissue male embryo 120 days	musculature of body
muscle of arm tissue male embryo 127 days	musculature of body
muscle of arm tissue male embryo 96 days donor ENCDO220PYT	musculature of body
muscle of arm tissue male embryo 96 days donor ENCDO817EKT	musculature of body
muscle of arm tissue male embryo 97 days donor ENCDO576LXR	musculature of body
muscle of arm tissue male embryo 97 days donor ENCDO597UXW	musculature of body
muscle of back tissue female embryo 105 days donor ENCDO766MZV	musculature of body
muscle of back tissue female embryo 105 days donor ENCDO863KZW	musculature of body
muscle of back tissue female embryo 113 days	musculature of body
muscle of back tissue female embryo 115 days	musculature of body
muscle of back tissue female embryo 85 days	musculature of body
muscle of back tissue female embryo 98 days	musculature of body
muscle of back tissue male embryo 101 days	musculature of body
muscle of back tissue male embryo 104 days	musculature of body
muscle of back tissue male embryo 105 days	musculature of body
muscle of back tissue male embryo 108 days	musculature of body
muscle of back tissue male embryo 127 days	musculature of body
muscle of back tissue male embryo 91 days	musculature of body
muscle of back tissue male embryo 96 days donor ENCDO220PYT	musculature of body
muscle of back tissue male embryo 96 days donor ENCDO817EKT	musculature of body
muscle of back tissue male embryo 97 days	musculature of body
muscle of leg tissue female embryo 105 days	musculature of body
muscle of leg tissue female embryo 110 days	musculature of body
muscle of leg tissue female embryo 113 days	musculature of body
muscle of leg tissue female embryo 115 days	musculature of body
muscle of leg tissue female embryo 85 days	musculature of body
muscle of leg tissue male embryo 101 days	musculature of body
muscle of leg tissue male embryo 104 days	musculature of body
muscle of leg tissue male embryo 105 days	musculature of body
muscle of leg tissue male embryo 115 days	musculature of body
muscle of leg tissue male embryo 127 days	musculature of body
muscle of leg tissue male embryo 96 days donor ENCDO220PYT	musculature of body
muscle of leg tissue male embryo 96 days donor ENCDO817EKT	musculature of body
muscle of leg tissue male embryo 97 days donor ENCDO576LXR	musculature of body
muscle of leg tissue male embryo 97 days donor ENCDO597UXW	musculature of body
muscle of trunk tissue female embryo 113 days	musculature of body
muscle of trunk tissue female embryo 115 days	musculature of body
muscle of trunk tissue female embryo 120 days	musculature of body
muscle of trunk tissue female embryo 121 days	musculature of body
myocyte originated from LHCN-M2	musculature of body
myoepithelial cell of mammary gland female adult 33 years	mammary gland
myoepithelial cell of mammary gland female adult 36 years	mammary gland
myotube originated from skeletal muscle myoblast	musculature of body
naive B cell donor ENCDO270AAA	blood
naive B cell donor ENCDO553CCA	bodily fluid
naive B cell donor ENCDO836ICQ	bodily fluid
naive B cell originated from naive B cell donor ENCDO187BUH	bodily fluid
naive B cell originated from naive B cell donor ENCDO922TOC	bodily fluid
naive B cell originated from naive B cell donor ENCDO976NED	bodily fluid
naive thymus-derived CD4-positive; alpha-beta T cell donor ENCDO173AAA	blood
naive thymus-derived CD4-positive; alpha-beta T cell donor ENCDO194EHQ	bodily fluid
naive thymus-derived CD4-positive; alpha-beta T cell donor ENCDO258PRN	bodily fluid
naive thymus-derived CD4-positive; alpha-beta T cell donor ENCDO553CCA	bodily fluid
naive thymus-derived CD4-positive; alpha-beta T cell donor ENCDO688UWB	bodily fluid
naive thymus-derived CD4-positive; alpha-beta T cell donor ENCDO836ICQ	bodily fluid
naive thymus-derived CD4-positive; alpha-beta T cell donor ENCDO922CEJ	bodily fluid
naive thymus-derived CD4-positive; alpha-beta T cell female adult 35 years	blood
naive thymus-derived CD4-positive; alpha-beta T cell male adult 26 years	blood
naive thymus-derived CD4-positive; alpha-beta T cell originated from naive thymus-derived CD4-positive; alpha-beta T cell donor ENCDO157PKH	bodily fluid
naive thymus-derived CD4-positive; alpha-beta T cell originated from naive thymus-derived CD4-positive; alpha-beta T cell donor ENCDO187BUH	bodily fluid
naive thymus-derived CD4-positive; alpha-beta T cell originated from naive thymus-derived CD4-positive; alpha-beta T cell donor ENCDO922TOC	bodily fluid
naive thymus-derived CD4-positive; alpha-beta T cell originated from naive thymus-derived CD4-positive; alpha-beta T cell donor ENCDO976NED	bodily fluid
naive thymus-derived CD8-positive; alpha-beta T cell donor ENCDO258PRN	bodily fluid
naive thymus-derived CD8-positive; alpha-beta T cell donor ENCDO553CCA	bodily fluid
naive thymus-derived CD8-positive; alpha-beta T cell donor ENCDO836ICQ	bodily fluid
naive thymus-derived CD8-positive; alpha-beta T cell originated from naive thymus-derived CD8-positive; alpha-beta T cell donor ENCDO187BUH	bodily fluid
naive thymus-derived CD8-positive; alpha-beta T cell originated from naive thymus-derived CD8-positive; alpha-beta T cell donor ENCDO922TOC	bodily fluid
naive thymus-derived CD8-positive; alpha-beta T cell originated from naive thymus-derived CD8-positive; alpha-beta T cell donor ENCDO976NED	bodily fluid
NAMALWA	blood
NAMALWA treated with Sendai virus for 2 hours	blood
natural killer cell female adult 34 years	blood
natural killer cell male adult 21 years	blood
natural killer cell male adult 37 years	bodily fluid
NB4	bone marrow
NCI-H226	lung
NCI-H460	epithelium
NCI-H929	bone element
nephron organoid female embryo 5 days differentiated 35 days	kidney
nephron organoid female embryo 5 days differentiated 49 days	kidney
nephron organoid female embryo 5 days originated from H9 differentiated 21 days	kidney
neural cell originated from H1	ESC derived
neural crest cell	embryo
neural progenitor cell originated from H9	ESC derived
neuroepithelial stem cell genetically modified using stable transfection originated from H9	embryo
neuron originated from H9	ESC derived
neuronal stem cell originated from H1	embryo
neuronal stem cell originated from H9	embryo
neurosphere embryo 15 weeks originated from ganglionic eminence donor ENCDO280TXL	ESC derived
neurosphere embryo 15 weeks originated from ganglionic eminence donor ENCDO594MAO	ESC derived
neurosphere female embryo 17 weeks originated from cortex	ESC derived
neurosphere female embryo 17 weeks originated from ganglionic eminence	ESC derived
neutrophil	bodily fluid
neutrophil male	bodily fluid
non-pigmented ciliary epithelial cell	epithelium
NT2/D1	gonad
occipital lobe tissue male adult 84 years	brain
OCI-LY1	bone marrow
OCI-LY3	lymph node
OCI-LY7	blood
omental fat pad tissue female adult 51 years	adipose tissue
omental fat pad tissue female adult 53 years	adipose tissue
omental fat pad tissue male adult 37 years	adipose tissue
omental fat pad tissue male adult 54 years	adipose tissue
osteoblast	connective tissue
ovary tissue female adult 30 years	ovary
ovary tissue female adult 41 years	gonad
ovary tissue female adult 46 years	gonad
ovary tissue female adult 47 years	gonad
ovary tissue female adult 51 years	ovary
ovary tissue female adult 53 years	gonad
ovary tissue female adult 59 years	gonad
ovary tissue female adult 61 years	gonad
ovary tissue female embryo	gonad
Panc1	pancreas
pancreas tissue female adult 30 years	pancreas
pancreas tissue female adult 41 years	pancreas
pancreas tissue female adult 47 years	pancreas
pancreas tissue female adult 59 years	pancreas
pancreas tissue female adult 61 years	pancreas
pancreas tissue female child 16 years	pancreas
pancreas tissue male adult 26 years	pancreas
pancreas tissue male adult 34 years	pancreas
pancreas tissue male adult 54 years and male adult 60 years	pancreas
parathyroid adenoma tissue male adult 62 years	paraythroid gland
parathyroid adenoma tissue male adult 65 years	paraythroid gland
PC-3	prostate gland
PC-9	lung
peripheral blood mononuclear cell female adult 28 years	bodily fluid
peripheral blood mononuclear cell male adult 27 years	bodily fluid
peripheral blood mononuclear cell male adult 32 years	bodily fluid
peripheral blood mononuclear cell male adult 39 years	bodily fluid
Peyer's patch tissue female adult 51 years	intestine
Peyer's patch tissue female adult 53 years	intestine
Peyer's patch tissue male adult 37 years	intestine
Peyer's patch tissue male adult 54 years	intestine
placenta tissue embryo	extraembryonic component
placenta tissue embryo 102 days	extraembryonic component
placenta tissue embryo 16 weeks	extraembryonic component
placenta tissue embryo 53 days	extraembryonic component
placenta tissue embryo 56 days and embryo 59 days	extraembryonic component
placenta tissue female embryo 101 days and male embryo 105 days	extraembryonic component
placenta tissue female embryo 105 days	extraembryonic component
placenta tissue female embryo 108 days	extraembryonic component
placenta tissue female embryo 113 days	placenta
placenta tissue female embryo 85 days	extraembryonic component
placenta tissue female embryo donor ENCDO353NXC	extraembryonic component
placenta tissue female embryo donor ENCDO412HAL	extraembryonic component
placenta tissue female embryo donor ENCDO496RNL	extraembryonic component
placenta tissue female embryo donor ENCDO818SNP	extraembryonic component
placenta tissue female embryo donor ENCDO952QED	extraembryonic component
placenta tissue male embryo 16 weeks	extraembryonic component
placenta tissue male embryo 85 days	extraembryonic component
placenta tissue male embryo 91 days	extraembryonic component
placenta tissue male embryo donor ENCDO023YQQ	extraembryonic component
placenta tissue male embryo donor ENCDO225QCT	extraembryonic component
placenta tissue male embryo donor ENCDO384FEJ	extraembryonic component
placenta tissue male embryo donor ENCDO442GWY	extraembryonic component
placenta tissue male embryo donor ENCDO824PZQ	extraembryonic component
placenta tissue male embryo donor ENCDO868MLX	extraembryonic component
placental basal plate tissue female embryo 40 weeks	extraembryonic component
placental basal plate tissue male embryo 38 weeks	extraembryonic component
pons tissue male adult 78 years	brain
posterior cingulate gyrus tissue female adult 75 years	brain
posterior cingulate gyrus tissue female adult 77 years	brain
posterior cingulate gyrus tissue female adult 82 years donor ENCDO165PNJ	brain
posterior cingulate gyrus tissue female adult 82 years donor ENCDO290OPS	brain
posterior cingulate gyrus tissue female adult 84 years	brain
posterior cingulate gyrus tissue female adult 85 years	brain
posterior cingulate gyrus tissue female adult 86 years with Alzheimer's disease	brain
posterior cingulate gyrus tissue female adult 87 years	brain
posterior cingulate gyrus tissue female adult 87 years with Cognitive impairment; Alzheimer's disease	brain
posterior cingulate gyrus tissue female adult 88 years	brain
posterior cingulate gyrus tissue female adult 88 years with Alzheimer's disease	brain
posterior cingulate gyrus tissue female adult 89 years	brain
posterior cingulate gyrus tissue female adult 89 years with Alzheimer's disease	brain
posterior cingulate gyrus tissue female adult 90 or above years donor ENCDO006DAA	brain
posterior cingulate gyrus tissue female adult 90 or above years donor ENCDO218FFZ	brain
posterior cingulate gyrus tissue female adult 90 or above years donor ENCDO242JQO	brain
posterior cingulate gyrus tissue female adult 90 or above years donor ENCDO250PFZ	brain
posterior cingulate gyrus tissue female adult 90 or above years donor ENCDO921LXT	brain
posterior cingulate gyrus tissue female adult 90 or above years donor ENCDO948PMW	brain
posterior cingulate gyrus tissue female adult 90 or above years with Alzheimer's disease donor ENCDO020BIL	brain
posterior cingulate gyrus tissue female adult 90 or above years with Alzheimer's disease donor ENCDO150EBZ	brain
posterior cingulate gyrus tissue female adult 90 or above years with Alzheimer's disease donor ENCDO258GJF	brain
posterior cingulate gyrus tissue female adult 90 or above years with Alzheimer's disease donor ENCDO473TSU	brain
posterior cingulate gyrus tissue female adult 90 or above years with Alzheimer's disease donor ENCDO658JXQ	brain
posterior cingulate gyrus tissue female adult 90 or above years with Alzheimer's disease donor ENCDO680UUE	brain
posterior cingulate gyrus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO170MSG	brain
posterior cingulate gyrus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO204VNL	brain
posterior cingulate gyrus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO343SFL	brain
posterior cingulate gyrus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO394ZHU	brain
posterior cingulate gyrus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO471EKG	brain
posterior cingulate gyrus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO672KST	brain
posterior cingulate gyrus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO893GME	brain
posterior cingulate gyrus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO915WZE	brain
posterior cingulate gyrus tissue male adult 73 years with Cognitive impairment; Alzheimer's disease	brain
posterior cingulate gyrus tissue male adult 78 years	brain
posterior cingulate gyrus tissue male adult 80 years with Cognitive impairment; Alzheimer's disease	brain
posterior cingulate gyrus tissue male adult 82 years	brain
posterior cingulate gyrus tissue male adult 83 years donor ENCDO592ZWW	brain
posterior cingulate gyrus tissue male adult 83 years donor ENCDO736YJH	brain
posterior cingulate gyrus tissue male adult 90 or above years with Alzheimer's disease donor ENCDO197QVG	brain
posterior cingulate gyrus tissue male adult 90 or above years with Alzheimer's disease donor ENCDO921RVK	brain
posterior vena cava tissue female adult 47 years	blood vessel
prostate gland tissue male adult 37 years	prostate gland
prostate gland tissue male adult 54 years	prostate gland
psoas muscle tissue female adult 30 years	musculature of body
psoas muscle tissue female adult 59 years	musculature of body
psoas muscle tissue female adult 61 years	musculature of body
psoas muscle tissue female child 16 years	musculature of body
psoas muscle tissue male adult 27 years and male adult 35 years	musculature of body
psoas muscle tissue male adult 34 years	musculature of body
psoas muscle tissue male child 3 years	musculature of body
pulmonary artery endothelial cell female	epithelium
putamen tissue male adult 78 years	brain
radial glial cell genetically modified using stable transfection originated from H9	embryo
RCC	kidney
RCC 7860	epithelium
rectal smooth muscle tissue tissue female adult 50 years	intestine
regulatory T cell female adult 33 years treated with anti-CD3 and anti-CD28 coated beads for 16 hours; 50 U/mL Interleukin-2 for 16 hours	blood
regulatory T cell female adult 35 years	blood
regulatory T cell male adult 24 years	blood
regulatory T cell male adult 28 years	blood
regulatory T cell male adult 56 years	blood
regulatory T cell originated from blood cell	bodily fluid
renal cortex interstitium tissue female embryo 103 days	kidney
renal cortex interstitium tissue female embryo 120 days	kidney
renal cortex interstitium tissue female embryo 89 days	kidney
renal cortex interstitium tissue female embryo 96 days donor ENCDO613NXA	kidney
renal cortex interstitium tissue female embryo 96 days donor ENCDO870OBN	kidney
renal cortex interstitium tissue male embryo 108 days donor ENCDO014CNM	kidney
renal cortex interstitium tissue male embryo 108 days donor ENCDO132ASK	kidney
renal cortex interstitium tissue male embryo 113 days	kidney
renal cortex interstitium tissue male embryo 127 days	kidney
renal cortex interstitium tissue male embryo 91 days	kidney
renal cortex interstitium tissue male embryo 97 days	kidney
renal cortical epithelial cell	epithelium
renal pelvis tissue female embryo 103 days	kidney
renal pelvis tissue female embryo 105 days	kidney
renal pelvis tissue female embryo 89 days	kidney
renal pelvis tissue female embryo 96 days donor ENCDO613NXA	kidney
renal pelvis tissue female embryo 96 days donor ENCDO870OBN	kidney
renal pelvis tissue male embryo 108 days	kidney
renal pelvis tissue male embryo 113 days	kidney
renal pelvis tissue male embryo 127 days	kidney
renal pelvis tissue male embryo 91 days	kidney
renal pelvis tissue male embryo 97 days	kidney
retina tissue embryo 125 days and male embryo 103 days	eye
retina tissue embryo 74 days and embryo 85 days	eye
retina tissue female embryo 89 days	eye
retinal pigment epithelial cell	eye
right atrium auricular region tissue female adult 51 years	heart
right atrium auricular region tissue female adult 53 years	heart
right cardiac atrium tissue female adult 46 years	heart
right cardiac atrium tissue female adult 59 years	heart
right cardiac atrium tissue male adult 34 years	heart
right cardiac atrium tissue male adult 40 years	heart
right cardiac atrium tissue male adult 60 years	heart
right forelimb tissue male embryo 81 days	skeleton
right hindlimb tissue male embryo 81 days	skeleton
right kidney tissue female embryo 107 days	kidney
right kidney tissue female embryo 117 days	kidney
right kidney tissue female embryo 147 days	kidney
right kidney tissue female embryo 87 days	kidney
right kidney tissue female embryo 98 days	kidney
right kidney tissue male embryo 108 days	kidney
right kidney tissue male embryo 115 days	kidney
right kidney tissue male embryo 87 days	kidney
right kidney tissue male embryo 91 days	kidney
right kidney tissue male embryo 96 days	kidney
right lobe of liver tissue female adult 41 years	endocrine gland
right lobe of liver tissue female adult 47 years	endocrine gland
right lobe of liver tissue female adult 53 years	endocrine gland
right lobe of liver tissue female child 16 years	endocrine gland
right lobe of liver tissue male adult 45 years	endocrine gland
right lung tissue female embryo 105 days	lung
right lung tissue female embryo 107 days	lung
right lung tissue female embryo 108 days	lung
right lung tissue female embryo 110 days	lung
right lung tissue female embryo 117 days	lung
right lung tissue female embryo 91 days	lung
right lung tissue female embryo 98 days	lung
right lung tissue male embryo 105 days	lung
right lung tissue male embryo 115 days	lung
right lung tissue male embryo 87 days	lung
right lung tissue male embryo 96 days	lung
right renal cortex interstitium tissue male embryo 105 days donor ENCDO378UAU	kidney
right renal cortex interstitium tissue male embryo 105 days donor ENCDO513BVP	kidney
right renal cortex interstitium tissue male embryo 120 days	kidney
right renal pelvis tissue male embryo 105 days donor ENCDO171HMD	kidney
right renal pelvis tissue male embryo 105 days donor ENCDO378UAU	kidney
right renal pelvis tissue male embryo 105 days donor ENCDO513BVP	kidney
right renal pelvis tissue male embryo 120 days	kidney
Right ventricle myocardium inferior tissue male adult 60 years	heart
Right ventricle myocardium superior tissue male adult 60 years	heart
RKO	large intestine
RPMI7951	epithelium
RPMI8226	blood
RWPE1	epithelium
RWPE2	epithelium
sciatic nerve tissue female adult 41 years	nerve
sigmoid colon tissue female adult 51 years	intestine
sigmoid colon tissue female adult 53 years	intestine
sigmoid colon tissue male adult 34 years	intestine
sigmoid colon tissue male adult 37 years	intestine
sigmoid colon tissue male adult 54 years	intestine
sigmoid colon tissue male child 3 years	colon
SJCRH30	connective tissue
SJCRH30 originated from SJCRH30	connective tissue
SJSA1	bone element
SJSA1 originated from SJSA1	bone element
SK-MEL-5	epithelium
SK-N-DZ	brain
SK-N-DZ treated with dimethyl sulfoxide for 72 hours	brain
SK-N-MC	brain
SK-N-SH	brain
SK-N-SH treated with 6 ?M all-trans-retinoic acid for 48 hours	brain
skeletal muscle cell	musculature of body
skeletal muscle myoblast	musculature of body
skeletal muscle myoblast male adult 22 years	musculature of body
skeletal muscle satellite cell female adult originated from mesodermal cell	musculature of body
skeletal muscle tissue tissue	musculature of body
skeletal muscle tissue tissue female adult 72 years	musculature of body
skeletal muscle tissue tissue male adult 54 years	musculature of body
skin epidermis tissue female adult 48 years	skin of body
skin epidermis tissue female adult 48 years with basal cell carcinoma	skin of body
skin epidermis tissue female adult 64 years	skin of body
skin epidermis tissue female adult 64 years with squamous cell carcinoma	skin of body
skin epidermis tissue female adult 66 years	skin of body
skin epidermis tissue female adult 71 years	skin of body
skin epidermis tissue female adult 71 years with squamous cell carcinoma	skin of body
skin epidermis tissue female adult 80 years	skin of body
skin epidermis tissue female adult 80 years with squamous cell carcinoma	skin of body
skin epidermis tissue male adult 58 years	skin of body
skin epidermis tissue male adult 58 years with basal cell carcinoma	skin of body
skin epidermis tissue male adult 65 years	skin of body
skin epidermis tissue male adult 65 years with basal cell carcinoma	skin of body
skin epidermis tissue male adult 67 years	skin of body
skin epidermis tissue male adult 67 years with basal cell carcinoma	skin of body
skin epidermis tissue male adult 75 years	skin of body
skin epidermis tissue male adult 75 years with squamous cell carcinoma	skin of body
skin epidermis tissue male adult 77 years	skin of body
skin epidermis tissue male adult 77 years with basal cell carcinoma	skin of body
skin epidermis tissue male adult 78 years	skin of body
skin epidermis tissue male adult 78 years with squamous cell carcinoma	skin of body
skin epidermis tissue male adult 84 years with squamous cell carcinoma	skin of body
skin of body tissue female embryo 82 days	skin of body
small intestine tissue female adult 30 years	intestine
small intestine tissue female embryo 105 days	intestine
small intestine tissue female embryo 107 days	intestine
small intestine tissue female embryo 108 days	intestine
small intestine tissue female embryo 110 days	intestine
small intestine tissue female embryo 120 days	intestine
small intestine tissue female embryo 91 days	intestine
small intestine tissue female embryo 98 days	intestine
small intestine tissue male adult 34 years	intestine
small intestine tissue male child 3 years	intestine
small intestine tissue male embryo 105 days	intestine
small intestine tissue male embryo 108 days	intestine
small intestine tissue male embryo 115 days	intestine
small intestine tissue male embryo 87 days	intestine
small intestine tissue male embryo 91 days	intestine
smooth muscle cell of the brain vasculature female	vasculature
smooth muscle cell originated from H9	musculature of body
spinal cord tissue female embryo 108 days	spinal cord
spinal cord tissue female embryo 113 days	spinal cord
spinal cord tissue female embryo 59 days and male embryo 72 days	spinal cord
spinal cord tissue female embryo 87 days	spinal cord
spinal cord tissue female embryo 89 days	spinal cord
spinal cord tissue male embryo 105 days	spinal cord
spinal cord tissue male embryo 96 days	spinal cord
spleen tissue embryo 112 days	spleen
spleen tissue female adult 20 years and female adult 30 years	immune organ
spleen tissue female adult 30 years	immune organ
spleen tissue female adult 41 years	immune organ
spleen tissue female adult 51 years	spleen
spleen tissue female adult 53 years	spleen
spleen tissue female adult 59 years	spleen
spleen tissue female adult 61 years	spleen
spleen tissue male adult 26 years	immune organ
spleen tissue male adult 34 years	spleen
spleen tissue male adult 37 years	spleen
spleen tissue male adult 54 years	spleen
spleen tissue male child 3 years	immune organ
stomach smooth muscle tissue female adult 84 years	musculature of body
stomach smooth muscle tissue male adult 59 years	musculature of body
stomach tissue embryo 101 days	stomach
stomach tissue female adult 30 years	stomach
stomach tissue female adult 51 years	stomach
stomach tissue female adult 53 years	stomach
stomach tissue female embryo	stomach
stomach tissue female embryo 105 days donor ENCDO766MZV	stomach
stomach tissue female embryo 105 days donor ENCDO863KZW	stomach
stomach tissue female embryo 107 days	stomach
stomach tissue female embryo 108 days	stomach
stomach tissue female embryo 121 days	stomach
stomach tissue female embryo 147 days	stomach
